e,conjunção,i
en·gas·te,"nome masculino",ĩ.gˈas.tʃi
en·ga·ta·do,adjetivo,ĩ.ga.tˈa.dʊ
en·ga·tar,verbo,ĩ.ga.tˈa
en·ga·ta·tão,"nome masculino",ĩ.ga.ta.tˈə̃w
en·ga·ta·tão,adjetivo,ĩ.ga.ta.tˈə̃w
en·ga·te,"nome masculino",ĩ.gˈa.tʃi
en·ga·ti·lha·do,adjetivo,ĩ.ga.tʃi.ʎˈa.dʊ
en·ga·ti·lhar,verbo,ĩ.ga.tʃi.ʎˈa
en·ga·ve·ta·men·to,"nome masculino",ĩ.ga.ve.ta.mˈẽj.tʊ
en·ga·ve·tar,verbo,ĩ.ga.ve.tˈa
en·ge·lha·do,adjetivo,ĩ.ʒe.ʎˈa.dʊ
en·ge·lhar,verbo,ĩ.ʒe.ʎˈa
en·gen·dra·men·to,"nome masculino",ĩ.ʒẽ.dɾa.mˈẽj.tʊ
en·gen·drar,verbo,ĩ.ʒẽ.dɾˈa
en·ge·nhar,verbo,ĩ.ʒe.ɲˈa
en·ge·nha·ri·a,"nome feminino",ĩ.ʒe.ɲa.ɾˈi.jə
en·ge·nhei·ra,"nome feminino",ĩ.ʒe.ɲˈej.ɾə
en·ge·nhei·ro,"nome masculino",ĩ.ʒe.ɲˈej.ɾʊ
en·ge·nho,"nome masculino",ĩ.ʒˈe.ɲʊ
en·ge·nho·ca,adjetivo,ĩ.ʒe.ɲˈɔ.kə
en·ge·nho·ca,"nome feminino",ĩ.ʒe.ɲˈɔ.kə
en·ge·nho·sa,"nome feminino",ĩ.ʒe.ɲˈɔ.zə
en·ge·nho·sa·men·te,advérbio,ĩ.ʒe.ɲo.za.mˈẽj.tʃi
en·ge·nho·so,"nome masculino",ĩ.ʒe.ɲˈo.zʊ
en·ge·nho·so,adjetivo,ĩ.ʒe.ɲˈo.zʊ
en·ges·sa·do,adjetivo,ĩ.ʒe.sˈa.dʊ
en·ges·sar,verbo,ĩ.ʒe.sˈa
en·glo·ba·men·to,"nome masculino",ĩ.glo.ba.mˈẽj.tʊ
en·glo·ban·te,adjetivo,ĩ.glo.bˈə̃.tʃi
en·glo·ban·te,"nome masculino",ĩ.glo.bˈə̃.tʃi
en·glo·bar,verbo,ĩ.glo.bˈa
en·go·bar,verbo,ĩ.go.bˈa
en·go·be,"nome masculino",ĩ.gˈɔ.bi
en·go·dar,verbo,ĩ.go.dˈa
en·go·do,"nome masculino",ĩ.gˈo.dʊ
en·go·li·do,adjetivo,ĩ.go.lˈi.dʊ
en·go·li·dor,adjetivo,ĩ.go.li.dˈoɾ
en·go·li·dor,"nome masculino",ĩ.go.li.dˈoɾ
en·go·lir,verbo,ĩ.go.lˈi
en·go·ma·dei·ra,"nome feminino",ĩ.go.ma.dˈej.ɾə
en·go·ma·do,adjetivo,ĩ.go.mˈa.dʊ
en·go·ma·do,"nome masculino",ĩ.go.mˈa.dʊ
en·go·ma·dos,"nome masculino",ĩ.go.mˈa.dʊs
en·go·mar,verbo,ĩ.go.mˈa
en·go·nha,"nome masculino","ĩ.gˈo.ɲə ou ĩ.gˈo.ɲə"
en·go·nhar,verbo,ĩ.go.ɲˈa
en·gor·da,"nome feminino",ĩ.gˈɔɾ.də
en·gor·dar,verbo,ĩ.goɾ.dˈa
en·gor·du·ra·do,adjetivo,ĩ.goɾ.du.ɾˈa.dʊ
en·gor·du·rar,verbo,ĩ.goɾ.du.ɾˈa
en·gra·ça·da,"nome feminino",ĩ.gɾa.sˈa.də
en·gra·ça·da·men·te,advérbio,ĩ.gɾa.sa.da.mˈẽj.tʃi
en·gra·ça·do,adjetivo,ĩ.gɾa.sˈa.dʊ
en·gra·ça·do,"nome masculino",ĩ.gɾa.sˈa.dʊ
en·gra·çar,verbo,ĩ.gɾa.sˈa
en·gran·de·cer,verbo,ĩ.gɾə̃.de.sˈe
en·gran·de·ci·do,adjetivo,ĩ.gɾə̃.de.sˈi.dʊ
en·gran·de·ci·men·to,"nome masculino",ĩ.gɾə̃.de.si.mˈẽj.tʊ
en·gra·va·ta·do,adjetivo,ĩ.gɾa.va.tˈa.dʊ
en·gra·va·tar,verbo,ĩ.gɾa.va.tˈa
en·gra·vi·dar,verbo,ĩ.gɾa.vi.dˈa
en·gra·xa,"nome masculino","ĩ.gɾˈa.ʃə ou ĩ.gɾˈa.ʃə"
en·gra·xa·de·la,"nome feminino",ĩ.gɾa.ʃa.dˈɛ.lə
en·gra·xa·do,adjetivo,ĩ.gɾa.ʃˈa.dʊ
en·gra·xa·dor,adjetivo,ĩ.gɾa.ʃa.dˈoɾ
en·gra·xa·dor,"nome masculino",ĩ.gɾa.ʃa.dˈoɾ
en·gra·xar,verbo,ĩ.gɾa.ʃˈa
en·gre·na·gem,"nome feminino",ĩ.gɾe.nˈa.ʒeɲ
en·gre·nar,verbo,ĩ.gɾe.nˈa
en·gri·pa·do,adjetivo,ĩ.gɾi.pˈa.dʊ
en·gri·par,verbo,ĩ.gɾi.pˈa
en·gros·sa·men·to,"nome masculino",ĩ.gɾo.sa.mˈẽj.tʊ
en·gros·sar,verbo,ĩ.gɾo.sˈa
en·gui·a,"nome feminino",ĩ.gˈi.jə
en·gui·ça·do,adjetivo,ĩ.gi.sˈa.dʊ
en·gui·çar,verbo,ĩ.gi.sˈa
en·gui·ço,"nome masculino",ĩ.gˈi.sʊ
en·gu·lhar,verbo,ĩ.gu.ʎˈa
en·gu·lho,"nome masculino",ĩ.gˈu.ʎʊ
e·nig·ma,"nome masculino",e.nˈi.gə.mə
e·nig·mar,verbo,e.ni.gə.mˈa
e·nig·ma·ti·ca·men·te,advérbio,e.ni.gə.ma.tʃi.ka.mˈẽj.tʃi
e·nig·má·ti·co,adjetivo,e.ni.gə.mˈa.tʃi.kʊ
en·jau·la·do,adjetivo,ĩ.ʒaw.lˈa.dʊ
en·jau·lar,verbo,ĩ.ʒaw.lˈa
en·jei·ta·da,"nome feminino",ĩ.ʒej.tˈa.də
en·jei·ta·do,adjetivo,ĩ.ʒej.tˈa.dʊ
en·jei·ta·do,"nome masculino",ĩ.ʒej.tˈa.dʊ
en·jei·tar,verbo,ĩ.ʒej.tˈa
en·jo·a·da,"nome feminino",ĩ.ʒo.ˈa.də
en·jo·a·do,"nome masculino",ĩ.ʒo.ˈa.dʊ
en·jo·a·do,adjetivo,ĩ.ʒo.ˈa.dʊ
en·jo·ar,verbo,ĩ.ʒo.ˈa
en·jo·a·ti·va·men·te,advérbio,ĩ.ʒo.a.tʃi.va.mˈẽj.tʃi
en·jo·a·ti·vo,adjetivo,ĩ.ʒo.a.tʃˈi.vʊ
en·jo·o,"nome masculino","ĩ.ʒˈo.ʊ ou ĩ.ʒˈo.ʊ"
en·la·ça·do,adjetivo,ĩ.la.sˈa.dʊ
en·la·ça·men·to,"nome masculino",ĩ.la.sa.mˈẽj.tʊ
en·la·çar,verbo,ĩ.la.sˈa
en·la·ce,"nome masculino",ĩ.lˈa.si
en·la·me·a·do,adjetivo,ĩ.la.mi.ˈa.dʊ
en·la·me·ar,verbo,ĩ.la.mi.ˈa
en·la·ta·do,adjetivo,ĩ.la.tˈa.dʊ
en·la·ta·do,"nome masculino",ĩ.la.tˈa.dʊ
en·la·tar,verbo,ĩ.la.tˈa
en·le·a·do,adjetivo,ĩ.li.ˈa.dʊ
en·le·an·te,adjetivo,ĩ.li.ˈə̃.tʃi
en·le·ar,verbo,ĩ.li.ˈa
en·lei·a,"nome feminino",ĩ.lˈej.jə
en·lei·o,"nome masculino",ĩ.lˈej.jʊ
en·le·va·do,adjetivo,ĩ.le.vˈa.dʊ
en·le·va·men·to,"nome masculino",ĩ.le.va.mˈẽj.tʊ
en·le·var,verbo,ĩ.le.vˈa
en·le·vo,"nome masculino",ĩ.lˈe.vʊ
en·lou·que·ce·dor,adjetivo,ĩ.lo.ke.se.dˈoɾ
en·lou·que·cer,verbo,ĩ.lo.ke.sˈe
en·lou·que·ci·do,adjetivo,ĩ.lo.ke.sˈi.dʊ
en·lou·que·ci·men·to,"nome masculino",ĩ.lo.ke.si.mˈẽj.tʊ
en·lu·a·ra·do,adjetivo,ĩ.lwa.ɾˈa.dʊ
en·lu·a·rar,verbo,ĩ.lwa.ɾˈa
en·lu·ta·do,adjetivo,ĩ.lu.tˈa.dʊ
en·lu·tar,verbo,ĩ.lu.tˈa
en·lu·va·do,adjetivo,ĩ.lu.vˈa.dʊ
en·lu·var,verbo,ĩ.lu.vˈa
e·no·bre·cer,verbo,e.no.bɾe.sˈe
e·no·bre·ci·do,adjetivo,e.no.bɾe.sˈi.dʊ
e·no·bre·ci·men·to,"nome masculino",e.no.bɾe.si.mˈẽj.tʊ
e·no·do·ar,verbo,e.no.do.ˈa
e·nó·fi·la,"nome feminino",ɛ.nˈɔ.fi.lə
e·no·fi·li·a,"nome feminino",e.no.fi.lˈi.jə
e·nó·fi·lo,adjetivo,ɛ.nˈɔ.fi.lʊ
e·nó·fi·lo,"nome masculino",ɛ.nˈɔ.fi.lʊ
e·no·ja·do,adjetivo,e.no.ʒˈa.dʊ
e·no·jar,verbo,e.no.ʒˈa
e·no·lo·gi·a,"nome feminino",e.no.lo.ʒˈi.jə
e·no·ló·gi·co,adjetivo,e.no.lˈɔ.ʒi.kʊ
e·nó·lo·go,"nome masculino",e.nˈɔ.lo.gʊ
e·no·que,"nome masculino",e.nˈɔ.ki
e·nor·me,adjetivo,e.nˈɔɾ.mi
e·nor·me·men·te,advérbio,e.nɔɾ.me.mˈẽj.tʃi
e·nor·mi·da·de,"nome feminino",e.noɾ.mi.dˈa.dʒi
e·no·te·ca,"nome feminino",ɛ.nɔ.tˈɛ.kə
e·no·ve·la·do,adjetivo,e.no.ve.lˈa.dʊ
e·no·ve·lar,verbo,e.no.ve.lˈa
en·qua·dra·men·to,"nome masculino",ĩ.kwa.dɾa.mˈẽj.tʊ
en·qua·drar,verbo,ĩ.kwa.dɾˈa
en·qua·drá·vel,adjetivo,ĩ.kwa.dɾˈa.vew
en·quan·to,conjunção,ĩ.kwˈə̃.tʊ
en·quis·ta·do,adjetivo,ĩ.kis.tˈa.dʊ
en·quis·ta·men·to,"nome masculino",ĩ.kis.ta.mˈẽj.tʊ
en·quis·tar,verbo,ĩ.kis.tˈa
en·rai·ve·cer,verbo,ĩ.haj.ve.sˈe
en·rai·ve·ci·do,adjetivo,ĩ.haj.ve.sˈi.dʊ
en·rai·za·do,adjetivo,ĩ.ha.i.zˈa.dʊ
en·rai·za·men·to,"nome masculino",ĩ.haj.za.mˈẽj.tʊ
en·rai·zar,verbo,ĩ.ha.i.zˈa
en·ras·ca·da,"nome feminino",ĩ.has.kˈa.də
en·ras·ca·do,adjetivo,ĩ.has.kˈa.dʊ
en·ras·car,verbo,ĩ.has.kˈa
en·re·da·do,adjetivo,ĩ.he.dˈa.dʊ
en·re·da·men·to,"nome masculino",ĩ.he.da.mˈẽj.tʊ
en·re·dar,verbo,ĩ.he.dˈa
en·re·do,"nome masculino",ĩ.hˈe.dʊ
en·re·ge·la·do,adjetivo,ĩ.he.ʒe.lˈa.dʊ
en·re·ge·la·men·to,"nome masculino",ĩ.he.ʒe.la.mˈẽj.tʊ
en·re·ge·lar,verbo,ĩ.he.ʒe.lˈa
en·ri·car,verbo,ĩ.hi.kˈa
en·ri·jar,verbo,ĩ.hi.ʒˈa
en·ri·je·cer,verbo,ĩ.hi.ʒe.sˈe
en·ri·je·ci·do,adjetivo,ĩ.hi.ʒe.sˈi.dʊ
en·ri·que·cer,verbo,ĩ.hi.ke.sˈe
en·ri·que·ci·do,adjetivo,ĩ.hi.ke.sˈi.dʊ
en·ri·que·ci·men·to,"nome masculino",ĩ.hi.ke.si.mˈẽj.tʊ
en·ro·ca·men·to,"nome masculino",ĩ.ho.ka.mˈẽj.tʊ
en·ro·car,verbo,ĩ.ho.kˈa
en·ro·di·lha·do,adjetivo,ĩ.ho.dʒi.ʎˈa.dʊ
en·ro·di·lhar,verbo,ĩ.ho.dʒi.ʎˈa
en·ro·la·do,adjetivo,ĩ.ho.lˈa.dʊ
en·ro·la·dor,"nome masculino",ĩ.ho.la.dˈoɾ
en·ro·la·dor,adjetivo,ĩ.ho.la.dˈoɾ
en·ro·la·men·to,"nome masculino",ĩ.ho.la.mˈẽj.tʊ
en·ro·lar,verbo,ĩ.ho.lˈa
en·ros·ca·do,adjetivo,ĩ.hos.kˈa.dʊ
en·ros·car,verbo,ĩ.hos.kˈa
en·rou·pa·do,adjetivo,ĩ.ho.pˈa.dʊ
en·rou·par,verbo,ĩ.ho.pˈa
en·rou·que·cer,verbo,ĩ.ho.ke.sˈe
en·rou·que·ci·do,adjetivo,ĩ.ho.ke.sˈi.dʊ
en·ru·bes·cer,verbo,ĩ.hu.be.sˈe
en·ru·ga·do,adjetivo,ĩ.hu.gˈa.dʊ
en·ru·gar,verbo,ĩ.hu.gˈa
en·sa·bo·a·de·la,"nome feminino",ĩ.sa.bo.a.dˈɛ.lə
en·sa·bo·ar,verbo,ĩ.sa.bo.ˈa
en·sa·ca·do,"nome masculino",ĩ.sa.kˈa.dʊ
en·sa·ca·do,adjetivo,ĩ.sa.kˈa.dʊ
en·sa·ca·men·to,"nome masculino",ĩ.sa.ka.mˈẽj.tʊ
en·sa·car,verbo,ĩ.sa.kˈa
en·sai·a·da,"nome feminino",ĩ.saj.ˈa.də
en·sai·a·do,adjetivo,ĩ.saj.ˈa.dʊ
en·sai·a·do,"nome masculino",ĩ.saj.ˈa.dʊ
en·sai·a·dor,adjetivo,ĩ.saj.a.dˈoɾ
en·sai·a·dor,"nome masculino",ĩ.saj.a.dˈoɾ
en·sai·ar,verbo,ĩ.saj.ˈa
en·sai·o,"nome masculino",ĩ.sˈaj.jʊ
en·sa·ís·mo,"nome masculino",ĩ.sa.ˈiz.mʊ
en·sa·ís·ta,"nome masculino",ĩ.sa.ˈis.tə
en·sa·ís·ta,"nome feminino",ĩ.sa.ˈis.tə
en·sa·ís·ti·ca,"nome feminino",ĩ.sa.ˈis.tʃi.kə
en·sa·ís·ti·co,adjetivo,ĩ.sa.ˈis.tʃi.kʊ
en·sa·la·da,"nome feminino",ĩ.sa.lˈa.də
en·san·de·cer,verbo,ĩ.sə̃.de.sˈe
en·san·de·ci·do,adjetivo,ĩ.sə̃.de.sˈi.dʊ
en·san·de·ci·men·to,"nome masculino",ĩ.sə̃.de.si.mˈẽj.tʊ
en·san·du·i·cha·do,adjetivo,ĩ.sə̃.dwi.ʃˈa.dʊ
en·san·du·i·char,verbo,ĩ.sə̃.dwi.ʃˈa
en·san·guen·ta·do,adjetivo,ĩ.sə̃.gwẽ.tˈa.dʊ
en·san·guen·tar,verbo,ĩ.sə̃.gwẽ.tˈa
en·sa·ri·lha·do,adjetivo,ĩ.sa.ɾi.ʎˈa.dʊ
en·sa·ri·lhar,verbo,ĩ.sa.ɾi.ʎˈa
en·se·a·da,"nome feminino",ĩ.si.ˈa.də
en·se·ba·do,adjetivo,ĩ.se.bˈa.dʊ
en·se·bar,verbo,ĩ.se.bˈa
en·se·ca·dei·ra,"nome feminino",ĩ.se.ka.dˈej.ɾə
en·se·jar,verbo,ĩ.se.ʒˈa
en·se·jo,"nome masculino",ĩ.sˈe.ʒʊ
en·sem·ble,"nome feminino",
en·si·mes·ma·do,adjetivo,ĩ.si.mez.mˈa.dʊ
en·si·mes·ma·men·to,"nome masculino",ĩ.si.mez.ma.mˈẽj.tʊ
en·si·mes·mar,verbo,ĩ.si.mez.mˈa
en·si·na·de·la,"nome feminino",ĩ.si.na.dˈɛ.lə
en·si·na·do,adjetivo,ĩ.si.nˈa.dʊ
en·si·na·men·to,"nome masculino",ĩ.si.na.mˈẽj.tʊ
en·si·nan·ça,"nome feminino",ĩ.si.nˈə̃.sə
en·si·nar,verbo,ĩ.si.nˈa
en·si·ná·vel,adjetivo,ĩ.si.nˈa.vew
en·si·no,"nome masculino",ĩ.sˈi.nʊ
en·so·la·ra·do,adjetivo,ĩ.so.la.ɾˈa.dʊ
en·som·bra·do,adjetivo,ĩ.sõ.bɾˈa.dʊ
en·som·bra·men·to,"nome masculino",ĩ.sõ.bɾa.mˈẽj.tʊ
en·som·brar,verbo,ĩ.sõ.bɾˈa
en·so·na·do,adjetivo,ĩ.so.nˈa.dʊ
en·so·pa·do,"nome masculino",ĩ.so.pˈa.dʊ
en·so·pa·do,adjetivo,ĩ.so.pˈa.dʊ
en·so·par,verbo,ĩ.so.pˈa
en·sos·so,adjetivo,ĩ.sˈo.sʊ
en·sur·de·ce·dor,adjetivo,ĩ.suɾ.de.se.dˈoɾ
en·sur·de·cer,verbo,ĩ.suɾ.de.sˈe
en·sur·de·ci·do,adjetivo,ĩ.suɾ.de.sˈi.dʊ
en·ta·bla·men·to,"nome masculino",ĩ.ta.bla.mˈẽj.tʊ
en·ta·bu·lar,verbo,ĩ.ta.bu.lˈa
en·tai·pa·do,"nome masculino",ĩ.taj.pˈa.dʊ
en·tai·pa·do,adjetivo,ĩ.taj.pˈa.dʊ
en·tai·pa·men·to,"nome masculino",ĩ.taj.pa.mˈẽj.tʊ
en·tai·par,verbo,ĩ.taj.pˈa
en·ta·la,"nome feminino",ĩ.tˈa.lə
en·ta·la·de·la,"nome feminino",ĩ.ta.la.dˈɛ.lə
en·ta·la·do,adjetivo,ĩ.ta.lˈa.dʊ
en·ta·lão,"nome masculino",ĩ.ta.lˈə̃w
en·ta·lar,verbo,ĩ.ta.lˈa
en·ta·lha·do,adjetivo,ĩ.ta.ʎˈa.dʊ
en·ta·lha·dor,"nome masculino",ĩ.ta.ʎa.dˈoɾ
en·ta·lha·dor,adjetivo,ĩ.ta.ʎa.dˈoɾ
en·ta·lhar,verbo,ĩ.ta.ʎˈa
en·ta·lhe,"nome masculino",ĩ.tˈa.ʎi
en·ta·lir,verbo,ĩ.ta.lˈi
en·tan·to,advérbio,ĩ.tˈə̃.tʊ
en·tão,advérbio,ĩ.tˈə̃w
en·ta·ra·me·la·do,adjetivo,ĩ.ta.ɾa.me.lˈa.dʊ
en·ta·ra·me·lar,verbo,ĩ.ta.ɾa.me.lˈa
en·tar·de·cer,"nome masculino",ĩ.taɾ.de.sˈeɾ
en·tar·de·cer,verbo,ĩ.taɾ.de.sˈe
en·te,"nome masculino",ˈẽ.tʃi
en·te·a·da,"nome feminino",ĩ.tʃi.ˈa.də
en·te·a·do,adjetivo,ĩ.tʃi.ˈa.dʊ
en·te·a·do,"nome masculino",ĩ.tʃi.ˈa.dʊ
en·te·ar,verbo,ĩ.tʃi.ˈa
en·te·di·a·do,adjetivo,ĩ.te.dʒjˈa.dʊ
en·te·di·ar,verbo,ĩ.te.dʒjˈa
en·ten·de·dor,"nome masculino",ĩ.tẽ.de.dˈoɾ
en·ten·de·dor,adjetivo,ĩ.tẽ.de.dˈoɾ
en·ten·der,verbo,ĩ.tẽ.dˈe
en·ten·der,"nome masculino",ĩ.tẽ.dˈe
en·ten·di·da,"nome feminino",ĩ.tẽ.dʒˈi.də
en·ten·di·do,"nome masculino",ĩ.tẽ.dʒˈi.dʊ
en·ten·di·do,adjetivo,ĩ.tẽ.dʒˈi.dʊ
en·ten·di·men·to,"nome masculino",ĩ.tẽ.dʒi.mˈẽj.tʊ
en·ten·dí·vel,adjetivo,ĩ.tẽ.dʒˈi.vew
en·ten·te,"nome feminino",ĩ.tˈẽj.tʃi
en·té·ri·co,adjetivo,ĩ.tˈɛ.ɾi.kʊ
en·ter·ne·ce·dor,adjetivo,ĩ.ter.ne.se.dˈoɾ
en·ter·ne·cer,verbo,ĩ.ter.ne.sˈe
en·ter·ne·ci·da·men·te,advérbio,ĩ.ter.ne.si.da.mˈẽj.tʃi
en·ter·ne·ci·do,adjetivo,ĩ.ter.ne.sˈi.dʊ
en·ter·ne·ci·men·to,"nome masculino",ĩ.ter.ne.si.mˈẽj.tʊ
en·ter·ra·do,adjetivo,ĩ.te.xˈa.dʊ
en·ter·ra·men·to,"nome masculino",ĩ.te.xa.mˈẽj.tʊ
en·ter·rar,verbo,ĩ.te.xˈa
en·ter·ro,"nome masculino",ĩ.tˈe.xʊ
"en· ter· tai· ner","nome masculino",
"en· ter· ta· in· ment","nome masculino",
en·te·sa·do,adjetivo,ĩ.te.zˈa.dʊ
en·te·sar,verbo,ĩ.te.zˈa
en·te·sou·ra·men·to,"nome masculino",ĩ.te.zo.ɾa.mˈẽj.tʊ
en·te·sou·rar,verbo,ĩ.te.zo.ɾˈa
en·ti·da·de,"nome feminino",ĩ.tʃi.dˈa.dʒi
en·ti·va·ção,"nome feminino",ĩ.tʃi.va.sˈə̃w
en·ti·va·dor,"nome masculino",ĩ.tʃi.va.dˈoɾ
en·to·a·ção,"nome feminino",ĩ.to.a.sˈə̃w
en·to·a·do,adjetivo,ĩ.to.ˈa.dʊ
en·to·ar,verbo,ĩ.to.ˈa
en·to·mo·lo·gi·a,"nome feminino",ĩ.to.mo.lo.ʒˈi.jə
en·to·mo·ló·gi·co,adjetivo,ĩ.to.mo.lˈɔ.ʒi.kʊ
en·to·mo·lo·gis·ta,adjetivo,ĩ.to.mo.lo.ʒˈis.tə
en·to·mo·lo·gis·ta,"nome masculino",ĩ.to.mo.lo.ʒˈis.tə
en·to·mo·lo·gis·ta,"nome feminino",ĩ.to.mo.lo.ʒˈis.tə
en·to·mó·lo·go,"nome masculino",ĩ.to.mˈɔ.lo.gʊ
en·tor·na,"nome feminino",ĩ.tˈɔr.nə
en·tor·na·do,adjetivo,ĩ.tor.nˈa.dʊ
en·tor·nar,verbo,ĩ.tor.nˈa
en·tor·pe·cen·te,"nome masculino",ĩ.toɾ.pe.sˈẽj.tʃi
en·tor·pe·cen·te,adjetivo,ĩ.toɾ.pe.sˈẽj.tʃi
en·tor·pe·cer,verbo,ĩ.toɾ.pe.sˈe
en·tor·pe·ci·do,adjetivo,ĩ.toɾ.pe.sˈi.dʊ
en·tor·pe·ci·men·to,"nome masculino",ĩ.toɾ.pe.si.mˈẽj.tʊ
en·tor·se,"nome feminino",ĩ.tˈɔɾ.si
en·tor·tar,verbo,ĩ.toɾ.tˈa
"en· tou· ra· ge","nome feminino",
en·tra·da,"nome feminino",ĩ.tɾˈa.də
en·tra·do,adjetivo,ĩ.tɾˈa.dʊ
en·tra·do·te,adjetivo,ĩ.tɾa.dˈɔ.tʃi
en·tran·ça·do,adjetivo,ĩ.tɾə̃.sˈa.du
en·tran·ça·do,"nome masculino",ĩ.tɾə̃.sˈa.dʊ
en·tran·çar,verbo,ĩ.tɾə̃.sˈa
en·tra·nha,"nome feminino",ĩ.tɾˈə.ɲə
en·tra·nha·da·men·te,advérbio,ĩ.tɾa.ɲa.da.mˈẽj.tʃi
en·tra·nha·do,adjetivo,ĩ.tɾa.ɲˈa.dʊ
en·tra·nhar,verbo,ĩ.tɾa.ɲˈa
en·tra·pa·do,adjetivo,ĩ.tɾa.pˈa.dʊ
en·tra·par,verbo,ĩ.tɾa.pˈa
en·trar,verbo,ĩ.tɾˈa
en·tra·var,verbo,ĩ.tɾa.vˈa
en·tra·ve,"nome masculino",ĩ.tɾˈa.vi
en·tre,preposição,ˈẽ.tɾi
en·tre·a·ber·ta,"nome feminino",ĩ.tɾi.a.bˈɛɾ.tə
en·tre·a·ber·to,adjetivo,ĩ.tɾi.a.bˈɛɾ.tʊ
en·tre·a·brir,verbo,ĩ.tɾi.a.bɾˈi
en·tre·a·ju·da,"nome feminino",ĩ.tɾi.a.ʒˈu.də
en·tre·a·ju·dar,verbo,ĩ.tɾi.a.ʒu.dˈa
en·tre·a·to,"nome masculino",ĩ.tɾi.ˈa.tʊ
en·tre·cas·ca,"nome feminino",ĩ.tɾe.kˈas.kə
en·tre·cas·co,"nome masculino",ĩ.tɾe.kˈas.kʊ
en·tre·char,verbo,ĩ.tɾe.ʃˈa
en·tre·cho,"nome masculino",ĩ.tɾˈe.ʃʊ
en·tre·cho·car,verbo,ĩ.tɾe.ʃo.kˈa
en·tre·cho·que,"nome masculino",ĩ.tɾe.ʃˈɔ.ki
en·tre·cor·ta·do,adjetivo,ĩ.tɾe.koɾ.tˈa.dʊ
en·tre·cor·tar,verbo,ĩ.tɾe.koɾ.tˈa
en·tre·cos·to,"nome masculino",ĩ.tɾe.kˈos.tʊ
en·tre·cru·za·men·to,"nome masculino",ĩ.tɾe.kɾu.za.mˈẽj.tʊ
en·tre·cru·zar,verbo,ĩ.tɾe.kɾu.zˈa
en·tre·den·te,"nome masculino",ĩ.tɾe.dˈẽj.tʃi
en·tre·fo·lho,"nome masculino",ĩ.tɾe.fˈo.ʎʊ
en·tre·ga,"nome feminino",ĩ.tɾˈɛ.gə
en·tre·ga·dor,adjetivo,ĩ.tɾe.ga.dˈoɾ
en·tre·ga·dor,"nome masculino",ĩ.tɾe.ga.dˈoɾ
en·tre·gar,verbo,ĩ.tɾe.gˈa
en·tre·gue,adjetivo,ĩ.tɾˈɛ.gi
en·tre·la·ça·do,adjetivo,ĩ.tɾe.la.sˈa.dʊ
en·tre·la·ça·do,"nome masculino",ĩ.tɾe.la.sˈa.dʊ
en·tre·la·ça·men·to,"nome masculino",ĩ.tɾe.la.sa.mˈẽj.tʊ
en·tre·la·çar,verbo,ĩ.tɾe.la.sˈa
en·tre·li·nha,"nome feminino",ĩ.tɾe.lˈi.ɲə
en·tre·li·nhar,verbo,ĩ.tɾe.li.ɲˈa
en·tre·me·a·do,adjetivo,ĩ.tɾe.mi.ˈa.dʊ
en·tre·me·ar,verbo,ĩ.tɾe.mi.ˈa
en·tre·mei·o,"nome masculino",ĩ.tɾe.mˈej.jʊ
en·tre·men·tes,advérbio,ĩ.tɾe.mˈẽj.tʃis
en·tre·men·tes,"nome masculino",ĩ.tɾe.mˈẽj.tʃis
en·tre·mês,"nome masculino",ĩ.tɾe.mˈes
en·tre·mez,"nome masculino",ĩ.tɾe.mˈes
en·tre·o·lhar,verbo,ĩ.tɾe.o.ʎˈa
en·tre·per·nas,advérbio,ĩ.tɾe.pˈɛr.nəs
en·tre·per·nas,"nome masculino",ĩ.tɾe.pˈɛr.nəs
en·tre·por,verbo,ĩ.tɾe.pˈo
en·tre·pos·to,"nome masculino",ĩ.tɾe.pˈos.tʊ
en·tre·tan·to,"nome masculino",ĩ.tɾe.tˈə̃.tʊ
en·tre·tan·to,advérbio,ĩ.tɾe.tˈə̃.tʊ
en·tre·tan·to,conjunção,ĩ.tɾe.tˈə̃.tʊ
en·tre·te·cer,verbo,ĩ.tɾe.te.sˈe
en·tre·te·la,"nome feminino",ĩ.tɾe.tˈɛ.lə
en·tre·te·lar,verbo,ĩ.tɾe.te.lˈa
en·tre·tém,"nome masculino",ĩ.tɾe.tˈeɲ
en·tre·ten·ga,"nome feminino",ĩ.tɾe.tˈẽj.gə
en·tre·te·ni·men·to,"nome masculino",ĩ.tɾe.te.ni.mˈẽj.tʊ
en·tre·ter,verbo,ĩ.tɾe.tˈe
en·tre·ti·do,adjetivo,ĩ.tɾe.tʃˈi.dʊ
en·tre·ti·men·to,"nome masculino",ĩ.tɾe.tʃi.mˈẽj.tʊ
en·tre·va·da,"nome feminino",ĩ.tɾɛ.vˈa.də
en·tre·va·do,adjetivo,ĩ.tɾe.vˈa.dʊ
en·tre·va·do,"nome masculino",ĩ.tɾe.vˈa.dʊ
en·tre·var,verbo,ĩ.tɾe.vˈa
en·tre·ver,verbo,ĩ.tɾe.vˈe
en·tre·vi·a,"nome feminino",ĩ.tɾe.vˈi.jə
en·tre·vis·ta,"nome feminino",ĩ.tɾe.vˈis.tə
en·tre·vis·ta·da,"nome feminino",ĩ.tɾe.vis.tˈa.də
en·tre·vis·ta·do,adjetivo,ĩ.tɾe.vis.tˈa.dʊ
en·tre·vis·ta·do,"nome masculino",ĩ.tɾe.vis.tˈa.dʊ
